item_id;published;content;channel;content_type;link;category;campaign;assigned_tags;likes;comments;shares;reach 
6604386669|10155413101886670;08.06.2017 07:56;"Great managers approach each individual strategically with appreciation, loyalty, and respect. With this attitude, they can lead everyone down the same path. Focus your energy with purpose: http://mb4.me/EClass_f
 
British photographer and director Rankin captured the essence of these overachievers. 

[Mercedes-AMG E 63 S | Fuel consumption combined: 9.1-8.8 l/100km | CO2 emissions: 207-199 g/km | http://mb4.me/efficiency_statement]";FACEBOOK;video;https://facebook.com/6604386669/posts/10155413101886670;e-class sedan;E63 Campaign;AMG, e-class sedan;9763;261;790;949335
54502344|898336194186039300;18.08.2017 00:10;"Stealth mode.

?? Ricci Speckels #MBsocialcar #BestOrNothing https://t.co/Mv1mR9Eoz8";TWITTER;photo;https://t.co/Mv1mR9Eoz8;e-class coupé;#MBsocialcar;e-class coupé;992;15;255;72417
mercedesbenztv|wWORYffdw64;18.08.2017 00:00;"360° at the Mercedes-Benz Museum - Legend #7 (Silver Arrows) - Part One.
For the first time ever, we now let you explore the Mercedes-Benz Museum with 360° views. Grab your smartphone and enjoy the ride! More information: http://mb4.me/mercedes-benz-museum. Don't miss the next episode and subscribe to Mercedes-Benz on YouTube: http://www.youtube.com/subscription_center?add_user=MercedesBenzTV

The Mercedes-Benz Museum is the only museum in the world that can document in a single continuous timeline the more than 130 years of auto industry history from its very beginnings to the present day. As a place of innovation, it also demonstrates that history can point the way ahead.

Experience the world of Mercedes-Benz: http://benz.me/international/";YOUTUBE;video;https://www.youtube.com/watch?v=wWORYffdw64;museum;NULL;museum, 360°;73;4;n/a;2689
mercedesbenztv|D_9qWwDi9tQ;18.08.2017 00:00;"Future Needs Heritage | Episode 1: Bertha’s great adventure.
In 1886, Carl Benz invented the automobile. Two years later, his wife Bertha Benz took on the first long-distance trip. It was a trip of around 100 kilometres, characterised by strong confidence in the Patent Motor Car. The trip became the departure point of the future of mobility. Read more about Bertha Benz’ adventure: http://mb4.me/berthas-adventure. Don’t miss the next episode and subscribe to Mercedes-Benz on YouTube: http://www.youtube.com/subscription_center?add_user=MercedesBenzTV

Experience the world of Mercedes-Benz:
http://benz.me/international/";YOUTUBE;video;https://www.youtube.com/watch?v=D_9qWwDi9tQ;classic;NULL;classic;223;13;n/a;4921
25749975|1532628278011364449;08.06.2017 12:05;"Taking over the streets of Bangkok anytime. â­ï¸ Great to follow @tamm.pasin and his 220 S through Thailand and in stories around the world! Check out @carphiles for more! Via @alexberlinetta. 
_________________________
#MercedesBenz #â­ï¸ #mercedesbenzmuseum #220s  #w111 #classiccars #automotivedesign #fintail #vintagecars #mbfanphoto #drivetastefully #drivinginstyle";INSTAGRAM;image;https://www.instagram.com/p/BVE_UxzlgRh/;classic;NULL;classic, #mbfanphoto;146834;215;n/a;1886979
54502344|898300982160891904;17.08.2017 21:50;#ShesMercedes accompanied free diver @sahikaercumen on a trip along Turkey’s Black Sea coast!… https://t.co/dEeGHsdHk0;TWITTER;NULL;https://t.co/dEeGHsdHk0;She’s Mercedes;NULL;She’s Mercedes, g-class suv;441;11;79;48205
54502344|898272041832468481;17.08.2017 19:55;The C 112 was presented in 1991 as an experimental top-class sports car with the iconic Mercedes-style wing doors.… https://t.co/purY1Gjsgh;TWITTER;NULL;https://t.co/purY1Gjsgh;museum;NULL;museum;644;16;143;64851
5383634|s6303978389976023040;17.08.2017 17:59;#MBsocialcar - The Mercedes-Benz GLC impresses with great performance and less fuel consumption: http://mb4.me/GLC_lkd;LINKEDIN;image;https://www.linkedin.com/nhome/updates?topic=6303978389959245826;GLC suv;#MBsocialcar;GLC suv;51;0;3;8260
25749975|1532638620946888631;08.06.2017 12:26;"Great managers approach each individual strategically with appreciation, loyalty, and respect. With this attitude, they can lead everyone down the same path. Focus your energy with purpose. British photographer and director @rankinarchive captured the essence of these overachievers. 
#E63 #MercedesAMG #Mercedes #AMG #DrivingPerformance ##Lifestyle #EClass [Fuel consumption combined: 9.1-8.8 l/100km | Combined CO2 emissions: 207-199 g/km]";INSTAGRAM;video;https://www.instagram.com/p/BVFBrSalXe3/;e-class sedan;E63 Campaign;AMG, e-class sedan;66024;269;n/a;1529394
6604386669|10155413666606670;08.06.2017 13:06;"Mille Miglia: Die legendäre Klassiker-Rallye. 

Gert Hofmann ist in einem der Begleitfahrzeuge mit gefahren und berichtet über seine Erlebnisse im Daimler Blog: http://mb4.me/BlogMilleMiglia";FACEBOOK;photo;https://facebook.com/6604386669/posts/10155413666606670;classic;Mille Miglia 2017;classic;234;4;5;66606
54502344|898219169950420992;17.08.2017 16:25;"The Mercedes star at the ""Bonn-Center“ shone for 45 years. In 2019 it'll become the centrepiece of its planned muse… https://t.co/vMqRPnc6ze";TWITTER;NULL;https://t.co/vMqRPnc6ze;other;NULL;other;373;3;95;51178
6604386669|10155413912191670;08.06.2017 17:00;"Arriving in style arrive in style driving Mercedes-Benz cars for a day of sailing with HUGO BOSS and Alex Thomson Racing in Copenhagen.

[Fuel consumption combined: 11.4 l/100 km; combined CO₂ emissions: 259 g/km. http://mb4.me/efficiency_statement]";FACEBOOK;photo;https://facebook.com/6604386669/posts/10155413912191670;passenger-cars;NULL;passenger-cars, Alex Thomson;19632;104;498;1185609
54502344|898160029337083904;17.08.2017 12:30;Double trouble! The Mercedes-Benz Type 190 D compact class sedan (201 series) & Mercedes-Benz type 260 D Pullman se… https://t.co/Hen0wHx6u1;TWITTER;NULL;https://t.co/Hen0wHx6u1;classic;NULL;classic;396;4;79;46704
25749975|1532831783225523804;08.06.2017 18:50;"A beauty all around!
.
#MercedesBenz #Mercedes #MBcars #MercedesAMG #AMGGT3 #24hAMG #greenhell #thering #ðð¨ #ð #ð";INSTAGRAM;image;https://www.instagram.com/p/BVFtmKzlf5c/;customer sports;NULL;AMG, customer sports;112998;145;n/a;1642184
54502344|898114719172710400;17.08.2017 09:30;"Mighty Developers! @Daimler's #MercedesBenzChallenge awards €15k & tickets to @WebSummit in Lisbon! 
Start coding:… https://t.co/z0vy8vYDnM";TWITTER;NULL;https://t.co/z0vy8vYDnM;innovation;NULL;innovation;155;2;31;35781
25749975|1532925007453690322;08.06.2017 21:55;"Pure class became a classic.

Photo by @didoriginal 
#MBsocialcar #MBatEuropaPark #MBclassic #alltimestars @europapark";INSTAGRAM;image;https://www.instagram.com/p/BVGCywolxnS/;classic;#MBatEuropaPark;classic;109311;198;n/a;1719927
6604386669|10155413949331670;09.06.2017 01:00;"The Europa-Park at night used as a photo set by didoriginal photography for #MBsocialcar – a perfect 10.

Stay tuned for more content in the next weeks!

#MBatEuropaPark #MBclassic #alltimestars

Find out more about Mercedes-Benz Classics: http://mb4.me/AllTimeStars_fb";FACEBOOK;photo;https://facebook.com/6604386669/posts/10155413949331670;passenger-cars;#MBatEuropaPark;passenger-cars, classic, e-class coupé;17092;189;522;1975735
54502344|898037945676042240;17.08.2017 04:25;"Get closer to the upcoming big surprise that Chief Design Officer, AG Gorden Wagener, announced last week!
https://t.co/f4ClA4X7an";TWITTER;NULL;https://t.co/f4ClA4X7an;mercedes-benz;NULL;mercedes-benz;102;4;23;33087
25749975|1533048409556278560;09.06.2017 02:00;Can you feel the power? #MBClassic #SL73AMG #monster #SL #AMG50years #supercars #instacar #luxurycar #sportscar #powercar #engine #V12 #mercedesbenz #mercedes #luxury #performance #dreamcar;INSTAGRAM;image;https://www.instagram.com/p/BVGe2fzFF0g/;passenger-cars;NULL;passenger-cars, AMG;200092;914;n/a;2444978
54502344|898001493961265153;17.08.2017 02:00;.@ATRacing99 & the #MercedesBenz S-Class headed to the German island of Sylt for an exciting day. Here are some pos… https://t.co/EXEUKLuLeO;TWITTER;NULL;https://t.co/EXEUKLuLeO;lifestyle;NULL;lifestyle, s-class sedan, Alex Thomson;286;4;51;41646
25749975|1533224575592380882;09.06.2017 07:50;"Weekend plans: âï¸ Photo shot by @onurkayli.
_____________________
#MercedesBenz #CClass #Starâ­ï¸ #automotivedesign #weekender #friyayð #interior #outdoorliving #mbfanphoto #ð";INSTAGRAM;image;https://www.instagram.com/p/BVHG6DNFTnS/;c-class sedan;NULL;c-class sedan, #mbfanphoto;204853;295;n/a;2311301
mercedesbenztv|-o6PFFyqATs;17.08.2017 00:00;"Welcome to me Convention.
Do you dare to change the future? We do! That’s why we joined forces with SXSW. Cancel your plans and come to the me Convention in Frankfurt to #createthenew. More information: http://mb4.me/me-convention. The me Convention takes place at Festhalle Frankfurt (Main) between September 15th–17th, 2017. 

Subscribe to Mercedes-Benz on YouTube:
http://www.youtube.com/subscription_center?add_user=MercedesBenzTV

Experience the world of Mercedes-Benz:
http://benz.me/international/";YOUTUBE;video;https://www.youtube.com/watch?v=-o6PFFyqATs;other;NULL;other, Me Convention;51;4;n/a;1555
54502344|897942134174605312;16.08.2017 22:04;#MercedesBenz & #SXSW join forces in Frankfurt for me Convention. Cancel your plans and #createthenew https://t.co/7keEwhEdMy;TWITTER;NULL;https://t.co/7keEwhEdMy;other;NULL;other, Me Convention;61;0;14;22378
6604386669|10155416262331670;09.06.2017 08:47;"Want to change the world? Jump curves.
Mercedes-Benz Inspiration Talks with Guy Kawasaki: Episode 4 
#createthenew

In September 2017, the first edition of the me Convention will be held in Frankfurt am Main, Germany. Shape the future with us!
Get to know everything about it: http://mb4.me/me-convention";FACEBOOK;video;https://facebook.com/6604386669/posts/10155416262331670;other;NULL;other, Guy Kawasaki, Me Convention;1721;14;88;337361
6604386669|10155416402996670;09.06.2017 10:12;"Der Mercedes-Benz AMG GT R: ein Modell für alle, so auch für Alexandra Iwan. Bei der Präsentation in der Niederlassung Rhein-Ruhr war auch Sie zu Gast.

Lesen Sie über ihre Eindrücke im Daimler Blog: http://mb4.me/BlogGTR

[Mercedes-AMG GT R: Kraftstoffverbrauch kombiniert: 11,4 l/100 km; CO₂-Emissionen kombiniert: 259 g/km.]";FACEBOOK;photo;https://facebook.com/6604386669/posts/10155416402996670;amg-gt gt-r;NULL;AMG, amg-gt gt-r;466;16;8;119681
54502344|897928492079120384;16.08.2017 21:10;"#MBvideocar explores the hidden dephts of Switzerland with the E-Class Coupé!

?? @alenpalander & @maxleitner 

https://t.co/h9sA2zZxIt";TWITTER;NULL;https://t.co/h9sA2zZxIt;e-class coupé;#MBvideocar;e-class coupé;79;0;11;25956
54502344|897913399954341889;16.08.2017 20:10;"Ready to strike at first light! 
?? Erik Degen #MBsocialcar #ButFirstLetMeTakeASelfie https://t.co/2QY252F4cI";TWITTER;photo;https://t.co/2QY252F4cI;GLC suv;#MBsocialcar;GLC suv;390;2;75;42315
54502344|897883188747546624;16.08.2017 18:10;"#Mercedes-Benz To Go brings the entire @iaamesse 2017 to your smartphone – anytime and anywhere!

https://t.co/5gfbSBJn8I";TWITTER;NULL;https://t.co/5gfbSBJn8I;passenger-cars;IAA 2017;passenger-cars, trade show;67;0;10;25135
5383634|s6303613680596717568;16.08.2017 17:50;Success story made in Bremen: Sales milestone at Mercedes-Benz as the GLC passes one million mark - Since its market launch in 2008, the sales figure of the successful GLC and its predecessor GLK has now surpassed more than one million vehicles sold. The GLC recorded higher sales in recent years than any other SUV from Mercedes-Benz. In addition, more units of the GLC were sold in the first half of 2017 than ever before in the same timeframe. The model is produced at the Mercedes-Benz plant in Bremen and shipped globally, where it is especially popular in China.;LINKEDIN;image;https://www.linkedin.com/nhome/updates?topic=6303613680500252672;GLC suv;NULL;GLC suv;109;2;12;18526
25749975|1533371655623358737;09.06.2017 12:42;"Ready when you are. ð Photo shot by @salehnikon.
_______________________
#MercedesBenz #SClass #staringatthesun #friyayð #mbfanphoto #automotivedesign #readywhenyouare";INSTAGRAM;image;https://www.instagram.com/p/BVHoWWKFTkR/;s-class sedan;NULL;s-class sedan, #mbfanphoto;213908;375;n/a;2330294
54502344|897858048907259904;16.08.2017 16:30;"Ready to spin the wheel? 
?? Ricci Speckels #MBsocialcar #WheelsWednesday https://t.co/U2S2es26WO";TWITTER;photo;https://t.co/U2S2es26WO;passenger-cars;#MBsocialcar;passenger-cars;431;2;74;43186
25749975|1533395686527470201;09.06.2017 13:30;"@kaptain.kenny is currently roaming the Faroe Islands with a #MercedesAMG C 43 CoupÃ©. 
Enjoy this first impression and be ready for more to come!

#MercedesAMG #Mercedes #AMG #DrivingPerformance #Travel
[Fuel consumption combined: 8.0â7.8 l/10";INSTAGRAM;image;https://www.instagram.com/p/BVHt0Crlgp5/;c-class coupé;NULL;AMG, c-class coupé;145254;227;n/a;1840008
54502344|897841679755087872;16.08.2017 15:25;Join the me Convention from September 15-17 in Frankfurt Get your ticket here: https://t.co/D0aGCHB5qi #createthenew https://t.co/h8pMPwkuBY;TWITTER;photo;https://t.co/h8pMPwkuBY;other;NULL;other, Me Convention;154;0;24;35916
54502344|897831634657054720;16.08.2017 14:45;Mercedes-Benz Vans Australia & @Airbnb host a special 3-day camping experience with the Marco Polo ACTIVITY.… https://t.co/7PiixtR7Ym;TWITTER;NULL;https://t.co/7PiixtR7Ym;camper-vans;NULL;camper-vans;341;4;69;41957
6604386669|10155417158811670;09.06.2017 15:56;Enjoy our selection of the week's most liked Instagram shots. And while you're at it, why don't you head on over to Instagram and 'like' our channel or send us your best Mercedes-Benz shot via #MBFanPhoto to be featured on said channel? And for more inspirational pics head over to http://mb4.me/MBInstagram;FACEBOOK;photo;https://facebook.com/6604386669/posts/10155417158811670;SLS AMG;NULL;SLS AMG, AMG;410541;4674;32271;526067
54502344|897792602321408000;16.08.2017 12:10;"Round, round baby go round! 
?? @Raz_AMG #MBPhotopass #WheelsWednesday @MBUSA https://t.co/Xzw3W6ToRF";TWITTER;photo;https://t.co/Xzw3W6ToRF;GLA suv;NULL;GLA suv;470;1;84;40687
25749975|1533626943999991952;09.06.2017 21:10;"Instincts are an innate inner drive that help achieve goals without wasting time. To some, like ourselves, these instincts come naturally. Captured by renowned British photographer and director, Rankin. 
#E63 #MercedesAMG #Mercedes #AMG #DrivingPerformance ##Lifestyle #EClass [Fuel consumption combined: 9.1-8.8 l/100km | Combined CO2 emissions: 207-199 g/km]";INSTAGRAM;video;https://www.instagram.com/p/BVIiZR_FmCQ/;e-class sedan;E63 Campaign;AMG, e-class sedan;74578;213;n/a;1680253
6604386669|10155416507596670;10.06.2017 01:00;"Kaptain Kenny Travel is currently traveling the Faroe Islands with a Mercedes-AMG C 43 Coupé. These are some of the first impressions she sent over – be prepared for more content to come!

[Fuel consumption combined: 8.0–7.8 l/100km | CO2 emissions: 183–178 g/km | http://mb4.me/efficiency_statement]";FACEBOOK;photo;https://facebook.com/6604386669/posts/10155416507596670;c-class coupé;NULL;AMG, c-class coupé;23421;241;506;1535061
25749975|1533773274810713118;10.06.2017 02:00;"Do you know the name of this wonderful Mercedes-Benz? Photo by 
@petrolista #mercedes #mercedesbenz #mbclassic #classic #love #shine #chrome #diamond #luxury #lifestyle";INSTAGRAM;image;https://www.instagram.com/p/BVJDqrLFIQe/;classic;NULL;classic;139433;329;n/a;1947217
25749975|1533962750514390333;10.06.2017 08:17;"Dressed to impress! ð Photo via @mercedesbenzau.
_______________________
Mercedes-AMG GT - Fuel consumption combined 9.6 - 9.3 l/100 km | CO2 Emissions combined 224 - 216 g/km
.
#MercedesBenz #MercedesAMG #AMGð¥ #AMGGT #mbfanphoto #automotivedesign #goldendress #weekender #helloweekend";INSTAGRAM;image;https://www.instagram.com/p/BVJuv6LF2U9/;amg-gt coupé;NULL;AMG, amg-gt coupé, #mbfanphoto;263653;763;n/a;2769208
6604386669|10155417028176670;10.06.2017 09:00;"To some, instincts come naturally - an innate inner drive that helps achieve goals without wasting time. Continue your climb to the top here:  http://mb4.me/EClass_f 

Captured by renowned British photographer and director, Rankin. 

[Fuel consumption combined: 9.1-8.8 l/100km | CO2 emissions: 207-199 g/km | http://benz.me/efficiency-statement]";FACEBOOK;video;https://facebook.com/6604386669/posts/10155417028176670;e-class sedan;E63 Campaign;AMG, e-class sedan;7042;112;363;883626
25749975|1534106325860309955;10.06.2017 13:02;"'I spent a great day with your G-Class' â­ï¸ Photo shot by @mji.095
_____________________
#MercedesBenz #GClass #GWagon #Starâ­ï¸ #mbfanphoto
#W461 #G300CDI #GelÃ¤ndewagen #offroading #mercedesjipindonesia  #offroadfamily #adventurelife";INSTAGRAM;image;https://www.instagram.com/p/BVKPZNIlVvD/;g-class suv;NULL;g-class suv, #mbfanphoto;144885;251;n/a;1911675
